OLTID,ONUSerial,ONUSTARTEVENT-ONU-discovery-indication-sent,ONUENDEVENT-Flow-add-received,EpochTime
A4,BBSM0004151a,1577868536383.0,1577868592472.0,56089.0
A4,BBSM0004151b,1577868536385.0,1577868592476.0,56091.0
A4,BBSM0004151c,1577868536387.0,1577868592483.0,56096.0
A4,BBSM0004151d,1577868536388.0,1577868592488.0,56100.0
A4,BBSM0004151e,1577868536390.0,1577868592492.0,56102.0
A4,BBSM0004151f,1577868536392.0,1577868592498.0,56106.0
A4,BBSM00041520,1577868536395.0,1577868592504.0,56109.0
A4,BBSM00040801,1577868536398.0,1577868592509.0,56111.0
A4,BBSM00040802,1577868536399.0,1577868592514.0,56115.0
A4,BBSM00040803,1577868536400.0,1577868592519.0,56119.0
A4,BBSM00040804,1577868536402.0,1577868592525.0,56123.0
A4,BBSM0004080B5,1577868536403.0,1577868592529.0,56126.0
A4,BBSM0004080C4,1577868536405.0,1577868592535.0,56130.0
A4,BBSM00040807,1577868536407.0,1577868592538.0,56131.0
A4,BBSM00040808,1577868536411.0,1577868592545.0,56134.0
A4,BBSM00040809,1577868536414.0,1577868592550.0,56136.0
A4,BBSM0004080a,1577868536414.0,1577868592555.0,56141.0
A4,BBSM0004080b,1577868536416.0,1577868592559.0,56143.0
A4,BBSM0004080c,1577868536418.0,1577868592565.0,56147.0
A4,BBSM0004080d,1577868536418.0,1577868592567.0,56149.0
A4,BBSM0004080e,1577868536421.0,1577868592576.0,56155.0
A4,BBSM0004080f,1577868536421.0,1577868592580.0,56159.0
A4,BBSM00040810,1577868536424.0,1577868592587.0,56163.0
A4,BBSM00040811,1577868536426.0,1577868592591.0,56165.0
A4,BBSM00040812,1577868536427.0,1577868592595.0,56168.0
A4,BBSM00040813,1577868536430.0,1577868592605.0,56175.0
A4,BBSM00040814,1577868536432.0,1577868592610.0,56178.0
A4,BBSM0004081B5,1577868536435.0,1577868592614.0,56179.0
A4,BBSM0004081C4,1577868536436.0,1577868592619.0,56183.0
A4,BBSM00040817,1577868536438.0,1577868592622.0,56184.0
A4,BBSM00040818,1577868536442.0,1577868592629.0,56187.0
A4,BBSM00040819,1577868536444.0,1577868592634.0,56190.0
A4,BBSM0004081a,1577868536447.0,1577868592641.0,56194.0
A4,BBSM0004081b,1577868536449.0,1577868592646.0,56197.0
A4,BBSM0004081c,1577868536451.0,1577868592651.0,56200.0
A4,BBSM0004081d,1577868536452.0,1577868592657.0,56205.0
A4,BBSM0004081e,1577868536454.0,1577868592660.0,56206.0
A4,BBSM0004081f,1577868536456.0,1577868592665.0,56209.0
A4,BBSM00040820,1577868536457.0,1577868592669.0,56212.0
A4,BBSM00040901,1577868536459.0,1577868592673.0,56214.0
A4,BBSM00040902,1577868536462.0,1577868592680.0,56218.0
A4,BBSM00040903,1577868536465.0,1577868592687.0,56222.0
A4,BBSM00040904,1577868536467.0,1577868592693.0,56226.0
A4,BBSM0004090B5,1577868536469.0,1577868592699.0,56230.0
A4,BBSM0004090C4,1577868536470.0,1577868592704.0,56234.0
A4,BBSM00040907,1577868536474.0,1577868592712.0,56238.0
A4,BBSM00040908,1577868536475.0,1577868592715.0,56240.0
A4,BBSM00040909,1577868536477.0,1577868592720.0,56243.0
A4,BBSM0004090a,1577868536480.0,1577868592725.0,56245.0
A4,BBSM0004090b,1577868536483.0,1577868592731.0,56248.0
A4,BBSM0004090c,1577868536485.0,1577868592737.0,56252.0
A4,BBSM0004090d,1577868536488.0,1577868592743.0,56255.0
A4,BBSM0004090e,1577868536488.0,1577868592746.0,56258.0
A4,BBSM0004090f,1577868536490.0,1577868592749.0,56259.0
A4,BBSM00040910,1577868536494.0,1577868592760.0,56266.0
A4,BBSM00040911,1577868536496.0,1577868592765.0,56269.0
A4,BBSM00040912,1577868536497.0,1577868592771.0,56274.0
A4,BBSM00040913,1577868536499.0,1577868592774.0,56275.0
A4,BBSM00040914,1577868536500.0,1577868592779.0,56279.0
A4,BBSM0004091B5,1577868536501.0,1577868592782.0,56281.0
A4,BBSM0004091C4,1577868536502.0,1577868592787.0,56285.0
A4,BBSM00040917,1577868536506.0,1577868592794.0,56288.0
A4,BBSM00040918,1577868536507.0,1577868592798.0,56291.0
A4,BBSM00040919,1577868536510.0,1577868592804.0,56294.0
A4,BBSM0004091a,1577868536512.0,1577868592811.0,56299.0
A4,BBSM0004091b,1577868536513.0,1577868592818.0,56305.0
A4,BBSM0004091c,1577868536515.0,1577868592823.0,56308.0
A4,BBSM0004091d,1577868536516.0,1577868592827.0,56311.0
A4,BBSM0004091e,1577868536518.0,1577868592834.0,56316.0
A4,BBSM0004091f,1577868536520.0,1577868592837.0,56317.0
A4,BBSM00040920,1577868536524.0,1577868592844.0,56320.0
A4,BBSM00041f01,1577868536526.0,1577868592847.0,56321.0
A4,BBSM00041f02,1577868536529.0,1577868592855.0,56326.0
A4,BBSM00041f03,1577868536531.0,1577868592860.0,56329.0
A4,BBSM00041f04,1577868536533.0,1577868592864.0,56331.0
A4,BBSM00041f0B5,1577868536534.0,1577868592867.0,56333.0
A4,BBSM00041f0C4,1577868536536.0,1577868592873.0,56337.0
A4,BBSM00041f07,1577868536539.0,1577868592878.0,56339.0
A4,BBSM00041f08,1577868536541.0,1577868592885.0,56344.0
A4,BBSM00041f09,1577868536542.0,1577868592889.0,56347.0
A4,BBSM00041f0a,1577868536545.0,1577868592897.0,56352.0
A4,BBSM00041f0b,1577868536547.0,1577868592902.0,56355.0
A4,BBSM00041f0c,1577868536549.0,1577868592906.0,56357.0
A4,BBSM00041f0d,1577868536552.0,1577868592914.0,56362.0
A4,BBSM00041f0e,1577868536553.0,1577868592917.0,56364.0
A4,BBSM00041f0f,1577868536555.0,1577868592925.0,56370.0
A4,BBSM00041f10,1577868536559.0,1577868592931.0,56372.0
A4,BBSM00041f11,1577868536562.0,1577868592939.0,56377.0
A4,BBSM00041f12,1577868536564.0,1577868592944.0,56380.0
A4,BBSM00041f13,1577868536566.0,1577868592949.0,56383.0
A4,BBSM00041f14,1577868536569.0,1577868592955.0,56386.0
A4,BBSM00041f1B5,1577868536571.0,1577868592960.0,56389.0
A4,BBSM00041f1C4,1577868536573.0,1577868592965.0,56392.0
A4,BBSM00041f17,1577868536575.0,1577868592971.0,56396.0
A4,BBSM00041f18,1577868536578.0,1577868592977.0,56399.0
A4,BBSM00041f19,1577868536579.0,1577868592981.0,56402.0
A4,BBSM00041f1a,1577868536582.0,1577868592986.0,56404.0
A4,BBSM00041f1b,1577868536585.0,1577868592995.0,56410.0
A4,BBSM00041f1c,1577868536587.0,1577868593000.0,56413.0
A4,BBSM00041f1d,1577868536589.0,1577868593006.0,56417.0
A4,BBSM00041f1e,1577868536590.0,1577868593012.0,56422.0
A4,BBSM00041f1f,1577868536590.0,1577868593015.0,56425.0
A4,BBSM00041f20,1577868536593.0,1577868593021.0,56428.0
A4,BBSM00040001,1577868536594.0,1577868593024.0,56430.0
A4,BBSM00040002,1577868536598.0,1577868593032.0,56434.0
A4,BBSM00040003,1577868536601.0,1577868593036.0,56435.0
A4,BBSM00040004,1577868536604.0,1577868593042.0,56438.0
A4,BBSM0004000B5,1577868536605.0,1577868593047.0,56442.0
A4,BBSM0004000C4,1577868536608.0,1577868593051.0,56443.0
A4,BBSM00040007,1577868536609.0,1577868593056.0,56447.0
A4,BBSM00040008,1577868536612.0,1577868593060.0,56448.0
A4,BBSM00040009,1577868536613.0,1577868593064.0,56451.0
A4,BBSM0004000a,1577868536615.0,1577868593068.0,56453.0
A4,BBSM0004000b,1577868536616.0,1577868593072.0,56456.0
A4,BBSM0004000c,1577868536617.0,1577868593077.0,56460.0
A4,BBSM0004000d,1577868536619.0,1577868593082.0,56463.0
A4,BBSM0004000e,1577868536620.0,1577868593085.0,56465.0
A4,BBSM0004000f,1577868536623.0,1577868593089.0,56466.0
A4,BBSM00040010,1577868536625.0,1577868593093.0,56468.0
A4,BBSM00040011,1577868536627.0,1577868593101.0,56474.0
A4,BBSM00040012,1577868536631.0,1577868593105.0,56474.0
A4,BBSM00040013,1577868536633.0,1577868593109.0,56476.0
A4,BBSM00040014,1577868536636.0,1577868593113.0,56477.0
A4,BBSM0004001B5,1577868536638.0,1577868593117.0,56479.0
A4,BBSM0004001C4,1577868536641.0,1577868593122.0,56481.0
A4,BBSM00040017,1577868536643.0,1577868593126.0,56483.0
A4,BBSM00040018,1577868536644.0,1577868593129.0,56485.0
A4,BBSM00040019,1577868536647.0,1577868593135.0,56488.0
A4,BBSM0004001a,1577868536649.0,1577868593139.0,56490.0
A4,BBSM0004001b,1577868536651.0,1577868593142.0,56491.0
A4,BBSM0004001c,1577868536652.0,1577868593146.0,56494.0
A4,BBSM0004001d,1577868536654.0,1577868593150.0,56496.0
A4,BBSM0004001e,1577868536656.0,1577868593155.0,56499.0
A4,BBSM0004001f,1577868536658.0,1577868593159.0,56501.0
A4,BBSM00040020,1577868536660.0,1577868593162.0,56502.0
A4,BBSM00041101,1577868536664.0,1577868593166.0,56502.0
A4,BBSM00041102,1577868536667.0,1577868593172.0,56505.0
A4,BBSM00041103,1577868536669.0,1577868593177.0,56508.0
A4,BBSM0004110B5,1577868536671.0,1577868593181.0,56510.0
A4,BBSM00041104,1577868536672.0,1577868593185.0,56513.0
A4,BBSM0004110C4,1577868536675.0,1577868593190.0,56515.0
A4,BBSM00041107,1577868536678.0,1577868593195.0,56517.0
A4,BBSM00041108,1577868536679.0,1577868593198.0,56519.0
A4,BBSM00041109,1577868536681.0,1577868593202.0,56521.0
A4,BBSM0004110a,1577868536684.0,1577868593207.0,56523.0
A4,BBSM0004110b,1577868536685.0,1577868593211.0,56526.0
A4,BBSM0004110c,1577868536688.0,1577868593216.0,56528.0
A4,BBSM0004110d,1577868536690.0,1577868593224.0,56534.0
A4,BBSM0004110e,1577868536691.0,1577868593221.0,56530.0
A4,BBSM0004110f,1577868536693.0,1577868593229.0,56536.0
A4,BBSM00041110,1577868536696.0,1577868593233.0,56537.0
A4,BBSM00041111,1577868536699.0,1577868593237.0,56538.0
A4,BBSM00041112,1577868536700.0,1577868593241.0,56541.0
A4,BBSM00041113,1577868536702.0,1577868593246.0,56544.0
A4,BBSM00041114,1577868536704.0,1577868593250.0,56546.0
A4,BBSM0004111B5,1577868536706.0,1577868593254.0,56548.0
A4,BBSM0004111C4,1577868536707.0,1577868593258.0,56551.0
A4,BBSM00041117,1577868536709.0,1577868593263.0,56554.0
A4,BBSM00041118,1577868536712.0,1577868593269.0,56557.0
A4,BBSM00041119,1577868536713.0,1577868593274.0,56561.0
A4,BBSM0004111a,1577868536716.0,1577868593277.0,56561.0
A4,BBSM0004111b,1577868536717.0,1577868593280.0,56563.0
A4,BBSM0004111c,1577868536721.0,1577868593286.0,56565.0
A4,BBSM0004111d,1577868536722.0,1577868593289.0,56567.0
A4,BBSM0004111e,1577868536723.0,1577868593293.0,56570.0
A4,BBSM0004111f,1577868536724.0,1577868593295.0,56571.0
A4,BBSM00041120,1577868536726.0,1577868593302.0,56576.0
A4,BBSM00041301,1577868536727.0,1577868593306.0,56579.0
A4,BBSM00041302,1577868536730.0,1577868593311.0,56581.0
A4,BBSM00041303,1577868536731.0,1577868593315.0,56584.0
A4,BBSM00041304,1577868536733.0,1577868593320.0,56587.0
A4,BBSM0004130B5,1577868536736.0,1577868593324.0,56588.0
A4,BBSM0004130C4,1577868536739.0,1577868593329.0,56590.0
A4,BBSM00041307,1577868536742.0,1577868593333.0,56591.0
A4,BBSM00041308,1577868536746.0,1577868593338.0,56592.0
A4,BBSM00041309,1577868536748.0,1577868593343.0,56595.0
A4,BBSM0004130a,1577868536749.0,1577868593347.0,56598.0
A4,BBSM0004130b,1577868536752.0,1577868593352.0,56600.0
A4,BBSM0004130c,1577868536754.0,1577868593355.0,56601.0
A4,BBSM0004130d,1577868536756.0,1577868593361.0,56605.0
A4,BBSM0004130e,1577868536757.0,1577868593364.0,56607.0
A4,BBSM0004130f,1577868536758.0,1577868593368.0,56610.0
A4,BBSM00041310,1577868536761.0,1577868593373.0,56612.0
A4,BBSM00041311,1577868536764.0,1577868593378.0,56614.0
A4,BBSM00041312,1577868536766.0,1577868593382.0,56616.0
A4,BBSM00041313,1577868536768.0,1577868593387.0,56619.0
A4,BBSM00041314,1577868536769.0,1577868593389.0,56620.0
A4,BBSM0004131B5,1577868536771.0,1577868593398.0,56627.0
A4,BBSM0004131C4,1577868536772.0,1577868593394.0,56622.0
A4,BBSM00041317,1577868536775.0,1577868593403.0,56628.0
A4,BBSM00041318,1577868536778.0,1577868593407.0,56629.0
A4,BBSM00041319,1577868536779.0,1577868593412.0,56633.0
A4,BBSM0004131a,1577868536781.0,1577868593416.0,56635.0
A4,BBSM0004131b,1577868536783.0,1577868593421.0,56638.0
A4,BBSM0004131c,1577868536785.0,1577868593424.0,56639.0
A4,BBSM0004131d,1577868536787.0,1577868593429.0,56642.0
A4,BBSM0004131e,1577868536789.0,1577868593433.0,56644.0
A4,BBSM0004131f,1577868536790.0,1577868593437.0,56647.0
A4,BBSM00041320,1577868536792.0,1577868593442.0,56650.0
A4,BBSM00041401,1577868536794.0,1577868593447.0,56653.0
A4,BBSM00041402,1577868536796.0,1577868593453.0,56657.0
A4,BBSM00041403,1577868536799.0,1577868593460.0,56661.0
A4,BBSM00041404,1577868536800.0,1577868593463.0,56663.0
A4,BBSM0004140B5,1577868536801.0,1577868593467.0,56666.0
A4,BBSM0004140C4,1577868536804.0,1577868593470.0,56666.0
A4,BBSM00041407,1577868536806.0,1577868593474.0,56668.0
A4,BBSM00041408,1577868536807.0,1577868593479.0,56672.0
A4,BBSM00041409,1577868536809.0,1577868593482.0,56673.0
A4,BBSM0004140a,1577868536814.0,1577868593487.0,56673.0
A4,BBSM0004140b,1577868536816.0,1577868593496.0,56680.0
A4,BBSM0004140c,1577868536816.0,1577868593492.0,56676.0
A4,BBSM0004140d,1577868536818.0,1577868593499.0,56681.0
A4,BBSM0004140e,1577868536819.0,1577868593503.0,56684.0
A4,BBSM0004140f,1577868536822.0,1577868593507.0,56685.0
A4,BBSM00041410,1577868536824.0,1577868593512.0,56688.0
A4,BBSM00041411,1577868536825.0,1577868593515.0,56690.0
A4,BBSM00041412,1577868536827.0,1577868593520.0,56693.0
A4,BBSM00041413,1577868536828.0,1577868593523.0,56695.0
A4,BBSM00041414,1577868536829.0,1577868593526.0,56697.0
A4,BBSM0004141B5,1577868536830.0,1577868593530.0,56700.0
A4,BBSM0004141C4,1577868536832.0,1577868593534.0,56702.0
A4,BBSM00041417,1577868536834.0,1577868593538.0,56704.0
A4,BBSM00041418,1577868536836.0,1577868593541.0,56705.0
A4,BBSM00041419,1577868536837.0,1577868593545.0,56708.0
A4,BBSM0004141a,1577868536838.0,1577868593549.0,56711.0
A4,BBSM0004141b,1577868536841.0,1577868593557.0,56716.0
A4,BBSM0004141c,1577868536841.0,1577868593554.0,56713.0
A4,BBSM0004141d,1577868536844.0,1577868593561.0,56717.0
A4,BBSM0004141e,1577868536847.0,1577868593566.0,56719.0
A4,BBSM0004141f,1577868536849.0,1577868593569.0,56720.0
A4,BBSM00041420,1577868536851.0,1577868593573.0,56722.0
A4,BBSM00041b01,1577868536854.0,1577868593577.0,56723.0
A4,BBSM00041b02,1577868536855.0,1577868593580.0,56725.0
A4,BBSM00041b03,1577868536857.0,1577868593585.0,56728.0
A4,BBSM00041b04,1577868536860.0,1577868593592.0,56732.0
A4,BBSM00041b0B5,1577868536860.0,1577868593588.0,56728.0
A4,BBSM00041b07,1577868536863.0,1577868593601.0,56738.0
A4,BBSM00041b0C4,1577868536863.0,1577868593596.0,56733.0
A4,BBSM00041b08,1577868536865.0,1577868593605.0,56740.0
A4,BBSM00041b09,1577868536867.0,1577868593609.0,56742.0
A4,BBSM00041b0a,1577868536869.0,1577868593613.0,56744.0
A4,BBSM00041b0b,1577868536870.0,1577868593616.0,56746.0
A4,BBSM00041b0c,1577868536873.0,1577868593619.0,56746.0
A4,BBSM00041b0d,1577868536875.0,1577868593623.0,56748.0
A4,BBSM00041b0e,1577868536877.0,1577868593627.0,56750.0
A4,BBSM00041b0f,1577868536879.0,1577868593630.0,56751.0
A4,BBSM00041b10,1577868536882.0,1577868593634.0,56752.0
A4,BBSM00041b11,1577868536885.0,1577868593640.0,56755.0
A4,BBSM00041b12,1577868536887.0,1577868593644.0,56757.0
A4,BBSM00041b13,1577868536888.0,1577868593647.0,56759.0
A4,BBSM00041b14,1577868536891.0,1577868593651.0,56760.0
A4,BBSM00041b1B5,1577868536894.0,1577868593654.0,56760.0
A4,BBSM00041b1C4,1577868536895.0,1577868593658.0,56763.0
A4,BBSM00041b17,1577868536897.0,1577868593661.0,56764.0
A4,BBSM00041b18,1577868536899.0,1577868593664.0,56765.0
A4,BBSM00041b19,1577868536901.0,1577868593667.0,56766.0
A4,BBSM00041b1a,1577868536903.0,1577868593670.0,56767.0
A4,BBSM00041b1b,1577868536904.0,1577868593674.0,56770.0
A4,BBSM00041b1c,1577868536906.0,1577868593678.0,56772.0
A4,BBSM00041b1d,1577868536908.0,1577868593682.0,56774.0
A4,BBSM00041b1e,1577868536909.0,1577868593685.0,56776.0
A4,BBSM00041b1f,1577868536912.0,1577868593689.0,56777.0
A4,BBSM00041b20,1577868536913.0,1577868593692.0,56779.0
A4,BBSM00041e01,1577868536915.0,1577868593695.0,56780.0
A4,BBSM00041e02,1577868536916.0,1577868593698.0,56782.0
A4,BBSM00041e03,1577868536918.0,1577868593702.0,56784.0
A4,BBSM00041e04,1577868536920.0,1577868593705.0,56785.0
A4,BBSM00041e0B5,1577868536921.0,1577868593708.0,56787.0
A4,BBSM00041e0C4,1577868536925.0,1577868593711.0,56786.0
A4,BBSM00041e07,1577868536928.0,1577868593715.0,56787.0
A4,BBSM00041e08,1577868536929.0,1577868593718.0,56789.0
A4,BBSM00041e09,1577868536931.0,1577868593721.0,56790.0
A4,BBSM00041e0a,1577868536933.0,1577868593725.0,56792.0
A4,BBSM00041e0b,1577868536935.0,1577868593728.0,56793.0
A4,BBSM00041e0c,1577868536937.0,1577868593731.0,56794.0
A4,BBSM00041e0d,1577868536940.0,1577868593735.0,56795.0
A4,BBSM00041e0e,1577868536942.0,1577868593739.0,56797.0
A4,BBSM00041e0f,1577868536944.0,1577868593742.0,56798.0
A4,BBSM00041e10,1577868536946.0,1577868593746.0,56800.0
A4,BBSM00041e11,1577868536948.0,1577868593749.0,56801.0
A4,BBSM00041e12,1577868536950.0,1577868593752.0,56802.0
A4,BBSM00041e13,1577868536952.0,1577868593755.0,56803.0
A4,BBSM00041e14,1577868536953.0,1577868593759.0,56806.0
A4,BBSM00041e1B5,1577868536953.0,1577868593762.0,56809.0
A4,BBSM00041e1C4,1577868536955.0,1577868593766.0,56811.0
A4,BBSM00041e17,1577868536957.0,1577868593769.0,56812.0
A4,BBSM00041e18,1577868536957.0,1577868593772.0,56815.0
A4,BBSM00041e19,1577868536963.0,1577868593776.0,56813.0
A4,BBSM00041e1a,1577868536965.0,1577868593779.0,56814.0
A4,BBSM00041e1b,1577868536967.0,1577868593782.0,56815.0
A4,BBSM00041e1c,1577868536968.0,1577868593786.0,56818.0
A4,BBSM00041e1d,1577868536970.0,1577868593789.0,56819.0
A4,BBSM00041e1e,1577868536972.0,1577868593793.0,56821.0
A4,BBSM00041e1f,1577868536973.0,1577868593795.0,56822.0
A4,BBSM00040b01,1577868536977.0,1577868593801.0,56824.0
A4,BBSM00041e20,1577868536978.0,1577868593804.0,56826.0
A4,BBSM00040b02,1577868536979.0,1577868593807.0,56828.0
A4,BBSM00040b03,1577868536982.0,1577868593811.0,56829.0
A4,BBSM00040b04,1577868536984.0,1577868593814.0,56830.0
A4,BBSM00040b0B5,1577868536987.0,1577868593818.0,56831.0
A4,BBSM00040b0C4,1577868536989.0,1577868593821.0,56832.0
A4,BBSM00040b07,1577868536991.0,1577868593825.0,56834.0
A4,BBSM00040b08,1577868536994.0,1577868593828.0,56834.0
A4,BBSM00040b09,1577868536996.0,1577868593836.0,56840.0
A4,BBSM00040b0a,1577868536996.0,1577868593831.0,56835.0
A4,BBSM00040b0b,1577868536997.0,1577868593840.0,56843.0
A4,BBSM00040b0c,1577868537000.0,1577868593844.0,56844.0
A4,BBSM00040b0d,1577868537002.0,1577868593846.0,56844.0
A4,BBSM00040b0e,1577868537004.0,1577868593849.0,56845.0
A4,BBSM00040b0f,1577868537007.0,1577868593852.0,56845.0
A4,BBSM00040b10,1577868537009.0,1577868593855.0,56846.0
A4,BBSM00040b11,1577868537011.0,1577868593858.0,56847.0
A4,BBSM00040b12,1577868537012.0,1577868593861.0,56849.0
A4,BBSM00040b13,1577868537013.0,1577868593864.0,56851.0
A4,BBSM00040b14,1577868537015.0,1577868593868.0,56853.0
A4,BBSM00040b1B5,1577868537017.0,1577868593871.0,56854.0
A4,BBSM00040b1C4,1577868537021.0,1577868593875.0,56854.0
A4,BBSM00040b17,1577868537023.0,1577868593878.0,56855.0
A4,BBSM00040b18,1577868537025.0,1577868593885.0,56860.0
A4,BBSM00040b19,1577868537026.0,1577868593881.0,56855.0
A4,BBSM00040b1a,1577868537029.0,1577868593888.0,56859.0
A4,BBSM00040b1b,1577868537032.0,1577868593892.0,56860.0
A4,BBSM00040b1d,1577868537034.0,1577868593896.0,56862.0
A4,BBSM00040b1c,1577868537034.0,1577868593898.0,56864.0
A4,BBSM00040b1e,1577868537037.0,1577868593903.0,56866.0
A4,BBSM00040b1f,1577868537038.0,1577868593905.0,56867.0
A4,BBSM00040b20,1577868537040.0,1577868593909.0,56869.0
A4,BBSM00040c01,1577868537042.0,1577868593912.0,56870.0
A4,BBSM00040c02,1577868537045.0,1577868593916.0,56871.0
A4,BBSM00040c03,1577868537049.0,1577868593922.0,56873.0
A4,BBSM00040c04,1577868537052.0,1577868593926.0,56874.0
A4,BBSM00040c0B5,1577868537053.0,1577868593929.0,56876.0
A4,BBSM00040c0C4,1577868537055.0,1577868593933.0,56878.0
A4,BBSM00040c07,1577868537059.0,1577868593937.0,56878.0
A4,BBSM00040c08,1577868537061.0,1577868593940.0,56879.0
A4,BBSM00040c09,1577868537063.0,1577868593944.0,56881.0
A4,BBSM00040c0a,1577868537064.0,1577868593947.0,56883.0
A4,BBSM00040c0b,1577868537065.0,1577868593950.0,56885.0
A4,BBSM00040c0c,1577868537066.0,1577868593953.0,56887.0
A4,BBSM00040c0d,1577868537068.0,1577868593956.0,56888.0
A4,BBSM00040c0e,1577868537070.0,1577868593959.0,56889.0
A4,BBSM00040c0f,1577868537072.0,1577868593963.0,56891.0
A4,BBSM00040c10,1577868537074.0,1577868593967.0,56893.0
A4,BBSM00040c11,1577868537075.0,1577868593969.0,56894.0
A4,BBSM00040c12,1577868537078.0,1577868593972.0,56894.0
A4,BBSM00040c14,1577868537080.0,1577868593975.0,56895.0
A4,BBSM00040c13,1577868537080.0,1577868593979.0,56899.0
A4,BBSM00040c1B5,1577868537082.0,1577868593982.0,56900.0
A4,BBSM00040c1C4,1577868537084.0,1577868593985.0,56901.0
A4,BBSM00040c17,1577868537086.0,1577868593988.0,56902.0
A4,BBSM00040c18,1577868537086.0,1577868593992.0,56906.0
A4,BBSM00040c19,1577868537092.0,1577868593996.0,56904.0
A4,BBSM00040c1a,1577868537094.0,1577868593999.0,56905.0
A4,BBSM00040c1b,1577868537097.0,1577868594003.0,56906.0
A4,BBSM00040c1c,1577868537099.0,1577868594007.0,56908.0
A4,BBSM00040c1d,1577868537103.0,1577868594014.0,56911.0
A4,BBSM00040c1e,1577868537104.0,1577868594011.0,56907.0
A4,BBSM00040c1f,1577868537106.0,1577868594018.0,56912.0
A4,BBSM00040c20,1577868537108.0,1577868594021.0,56913.0
A4,BBSM00040d01,1577868537109.0,1577868594023.0,56914.0
A4,BBSM00040d02,1577868537112.0,1577868594028.0,56916.0
A4,BBSM00040d03,1577868537113.0,1577868594031.0,56918.0
A4,BBSM00040d04,1577868537114.0,1577868594036.0,56922.0
A4,BBSM00040d0B5,1577868537116.0,1577868594040.0,56924.0
A4,BBSM00040d0C4,1577868537118.0,1577868594043.0,56925.0
A4,BBSM00040d07,1577868537120.0,1577868594050.0,56930.0
A4,BBSM00040d08,1577868537122.0,1577868594054.0,56932.0
A4,BBSM00040d09,1577868537123.0,1577868594057.0,56934.0
A4,BBSM00040d0a,1577868537130.0,1577868594061.0,56931.0
A4,BBSM00040d0b,1577868537131.0,1577868594064.0,56933.0
A4,BBSM00040d0c,1577868537132.0,1577868594067.0,56935.0
A4,BBSM00040d0d,1577868537134.0,1577868594069.0,56935.0
A4,BBSM00040d0e,1577868537135.0,1577868594073.0,56938.0
A4,BBSM00040d0f,1577868537137.0,1577868594077.0,56940.0
A4,BBSM00040d10,1577868537139.0,1577868594081.0,56942.0
A4,BBSM00040d11,1577868537141.0,1577868594084.0,56943.0
A4,BBSM00040d12,1577868537142.0,1577868594088.0,56946.0
A4,BBSM00040d13,1577868537145.0,1577868594092.0,56947.0
A4,BBSM00040d14,1577868537146.0,1577868594095.0,56949.0
A4,BBSM00040d1B5,1577868537149.0,1577868594099.0,56950.0
A4,BBSM00040d1C4,1577868537151.0,1577868594104.0,56953.0
A4,BBSM00040d17,1577868537154.0,1577868594107.0,56953.0
A4,BBSM00040d18,1577868537155.0,1577868594111.0,56956.0
A4,BBSM00040d19,1577868537156.0,1577868594113.0,56957.0
A4,BBSM00040d1a,1577868537158.0,1577868594117.0,56959.0
A4,BBSM00040d1b,1577868537160.0,1577868594121.0,56961.0
A4,BBSM00040d1c,1577868537164.0,1577868594123.0,56959.0
A4,BBSM00040d1d,1577868537165.0,1577868594126.0,56961.0
A4,BBSM00040d1e,1577868537166.0,1577868594130.0,56964.0
A4,BBSM00040d1f,1577868537168.0,1577868594133.0,56965.0
A4,BBSM00040d20,1577868537168.0,1577868594136.0,56968.0
A4,BBSM00040f01,1577868537170.0,1577868594139.0,56969.0
A4,BBSM00040f02,1577868537173.0,1577868594143.0,56970.0
A4,BBSM00040f03,1577868537174.0,1577868594146.0,56972.0
A4,BBSM00040f04,1577868537176.0,1577868594152.0,56976.0
A4,BBSM00040f0B5,1577868537176.0,1577868594150.0,56974.0
A4,BBSM00040f0C4,1577868537179.0,1577868594156.0,56977.0
A4,BBSM00040f07,1577868537182.0,1577868594160.0,56978.0
A4,BBSM00040f08,1577868537183.0,1577868594162.0,56979.0
A4,BBSM00040f09,1577868537185.0,1577868594167.0,56982.0
A4,BBSM00040f0a,1577868537187.0,1577868594171.0,56984.0
A4,BBSM00040f0b,1577868537190.0,1577868594174.0,56984.0
A4,BBSM00040f0c,1577868537192.0,1577868594178.0,56986.0
A4,BBSM00040f0d,1577868537194.0,1577868594181.0,56987.0
A4,BBSM00040f0e,1577868537194.0,1577868594184.0,56990.0
A4,BBSM00040f0f,1577868537197.0,1577868594187.0,56990.0
A4,BBSM00040f10,1577868537199.0,1577868594190.0,56991.0
A4,BBSM00040f11,1577868537201.0,1577868594193.0,56992.0
A4,BBSM00040f12,1577868537203.0,1577868594195.0,56992.0
A4,BBSM00040f13,1577868537204.0,1577868594198.0,56994.0
A4,BBSM00040f14,1577868537207.0,1577868594201.0,56994.0
A4,BBSM00040f1B5,1577868537211.0,1577868594204.0,56993.0
A4,BBSM00040f1C4,1577868537212.0,1577868594210.0,56998.0
A4,BBSM00040f17,1577868537213.0,1577868594207.0,56994.0
A4,BBSM00040f18,1577868537215.0,1577868594212.0,56997.0
A4,BBSM00040f19,1577868537217.0,1577868594215.0,56998.0
A4,BBSM00040f1a,1577868537218.0,1577868594218.0,57000.0
A4,BBSM00040f1b,1577868537220.0,1577868594220.0,57000.0
A4,BBSM00040f1c,1577868537221.0,1577868594223.0,57002.0
A4,BBSM00040f1d,1577868537223.0,1577868594225.0,57002.0
