OLTID,ONUSerial,ONUSTARTEVENT-ONU-discovery-indication-sent,ONUENDEVENT-Flow-add-received,EpochTime
A4,BBSM00040f1e,1577868537226.0,1577868594228.0,57002.0
A4,BBSM00040f1f,1577868537228.0,1577868594231.0,57003.0
A4,BBSM00040f20,1577868537230.0,1577868594233.0,57003.0
A4,BBSM00041601,1577868537232.0,1577868594236.0,57004.0
A4,BBSM00041602,1577868537234.0,1577868594239.0,57005.0
A4,BBSM00041603,1577868537235.0,1577868594241.0,57006.0
A4,BBSM00041604,1577868537237.0,1577868594244.0,57007.0
A4,BBSM0004160B5,1577868537238.0,1577868594247.0,57009.0
A4,BBSM0004160C4,1577868537241.0,1577868594249.0,57008.0
A4,BBSM00041607,1577868537243.0,1577868594252.0,57009.0
A4,BBSM00041608,1577868537244.0,1577868594254.0,57010.0
A4,BBSM00041609,1577868537246.0,1577868594257.0,57011.0
A4,BBSM0004160a,1577868537248.0,1577868594260.0,57012.0
A4,BBSM0004160b,1577868537250.0,1577868594262.0,57012.0
A4,BBSM0004160c,1577868537252.0,1577868594265.0,57013.0
A4,BBSM0004160d,1577868537253.0,1577868594271.0,57018.0
A4,BBSM0004160e,1577868537255.0,1577868594274.0,57019.0
A4,BBSM0004160f,1577868537257.0,1577868594277.0,57020.0
A4,BBSM00041610,1577868537260.0,1577868594279.0,57019.0
A4,BBSM00041611,1577868537260.0,1577868594282.0,57022.0
A4,BBSM00041612,1577868537263.0,1577868594285.0,57022.0
A4,BBSM00041613,1577868537265.0,1577868594287.0,57022.0
A4,BBSM00041614,1577868537267.0,1577868594291.0,57024.0
A4,BBSM0004161B5,1577868537269.0,1577868594294.0,57025.0
A4,BBSM0004161C4,1577868537271.0,1577868594296.0,57025.0
A4,BBSM00041617,1577868537273.0,1577868594299.0,57026.0
A4,BBSM00041618,1577868537274.0,1577868594301.0,57027.0
A4,BBSM00041619,1577868537276.0,1577868594303.0,57027.0
A4,BBSM0004161a,1577868537276.0,1577868594306.0,57030.0
A4,BBSM0004161b,1577868537278.0,1577868594309.0,57031.0
A4,BBSM0004161c,1577868537280.0,1577868594311.0,57031.0
A4,BBSM0004161d,1577868537282.0,1577868594314.0,57032.0
A4,BBSM0004161e,1577868537283.0,1577868594316.0,57033.0
A4,BBSM0004161f,1577868537285.0,1577868594319.0,57034.0
A4,BBSM00041620,1577868537287.0,1577868594322.0,57035.0
A4,BBSM00040701,1577868537288.0,1577868594324.0,57036.0
A4,BBSM00040702,1577868537291.0,1577868594327.0,57036.0
A4,BBSM00040703,1577868537293.0,1577868594330.0,57037.0
A4,BBSM00040704,1577868537295.0,1577868594332.0,57037.0
A4,BBSM0004070B5,1577868537296.0,1577868594335.0,57039.0
A4,BBSM0004070C4,1577868537298.0,1577868594337.0,57039.0
A4,BBSM00040707,1577868537299.0,1577868594340.0,57041.0
A4,BBSM00040708,1577868537304.0,1577868594345.0,57041.0
A4,BBSM00040709,1577868537304.0,1577868594342.0,57038.0
A4,BBSM0004070a,1577868537306.0,1577868594347.0,57041.0
A4,BBSM0004070b,1577868537308.0,1577868594350.0,57042.0
A4,BBSM0004070c,1577868537309.0,1577868594353.0,57044.0
A4,BBSM0004070d,1577868537311.0,1577868594355.0,57044.0
A4,BBSM0004070e,1577868537313.0,1577868594358.0,57045.0
A4,BBSM0004070f,1577868537315.0,1577868594360.0,57045.0
A4,BBSM00040710,1577868537316.0,1577868594363.0,57047.0
A4,BBSM00040711,1577868537319.0,1577868594368.0,57049.0
A4,BBSM00040712,1577868537320.0,1577868594365.0,57045.0
A4,BBSM00040713,1577868537322.0,1577868594370.0,57048.0
A4,BBSM00040714,1577868537324.0,1577868594373.0,57049.0
A4,BBSM0004071B5,1577868537325.0,1577868594376.0,57051.0
A4,BBSM0004071C4,1577868537326.0,1577868594379.0,57053.0
A4,BBSM00040717,1577868537328.0,1577868594381.0,57053.0
A4,BBSM00040718,1577868537330.0,1577868594384.0,57054.0
A4,BBSM00040719,1577868537332.0,1577868594387.0,57055.0
A4,BBSM0004071a,1577868537333.0,1577868594389.0,57056.0
A4,BBSM0004071b,1577868537335.0,1577868594392.0,57057.0
A4,BBSM0004071c,1577868537336.0,1577868594394.0,57058.0
A4,BBSM0004071d,1577868537338.0,1577868594397.0,57059.0
A4,BBSM0004071e,1577868537340.0,1577868594399.0,57059.0
A4,BBSM0004071f,1577868537342.0,1577868594402.0,57060.0
A4,BBSM00040720,1577868537345.0,1577868594405.0,57060.0
A4,BBSM00040a01,1577868537348.0,1577868594407.0,57059.0
A4,BBSM00040a02,1577868537350.0,1577868594410.0,57060.0
A4,BBSM00040a03,1577868537353.0,1577868594413.0,57060.0
A4,BBSM00040a04,1577868537355.0,1577868594416.0,57061.0
A4,BBSM00040a0B5,1577868537359.0,1577868594419.0,57060.0
A4,BBSM00040a0C4,1577868537360.0,1577868594421.0,57061.0
A4,BBSM00040a07,1577868537362.0,1577868594424.0,57062.0
A4,BBSM00040a08,1577868537364.0,1577868594427.0,57063.0
A4,BBSM00040a09,1577868537366.0,1577868594429.0,57063.0
A4,BBSM00040a0a,1577868537368.0,1577868594432.0,57064.0
A4,BBSM00040a0b,1577868537370.0,1577868594435.0,57065.0
A4,BBSM00040a0c,1577868537372.0,1577868594437.0,57065.0
A4,BBSM00040a0d,1577868537373.0,1577868594442.0,57069.0
A4,BBSM00040a0e,1577868537373.0,1577868594440.0,57067.0
A4,BBSM00040a0f,1577868537375.0,1577868594445.0,57070.0
A4,BBSM00040a10,1577868537377.0,1577868594448.0,57071.0
A4,BBSM00040a11,1577868537378.0,1577868594450.0,57072.0
A4,BBSM00040a12,1577868537381.0,1577868594453.0,57072.0
A4,BBSM00040a13,1577868537382.0,1577868594455.0,57073.0
A4,BBSM00040a14,1577868537384.0,1577868594458.0,57074.0
A4,BBSM00040a1B5,1577868537385.0,1577868594461.0,57076.0
A4,BBSM00040a1C4,1577868537387.0,1577868594463.0,57076.0
A4,BBSM00040a17,1577868537389.0,1577868594466.0,57077.0
A4,BBSM00040a18,1577868537391.0,1577868594468.0,57077.0
A4,BBSM00040a1a,1577868537393.0,1577868594471.0,57078.0
A4,BBSM00040a19,1577868537392.0,1577868594474.0,57082.0
A4,BBSM00040a1b,1577868537395.0,1577868594477.0,57082.0
A4,BBSM00040a1c,1577868537397.0,1577868594479.0,57082.0
A4,BBSM00040a1d,1577868537398.0,1577868594481.0,57083.0
A4,BBSM00040a1e,1577868537398.0,1577868594484.0,57086.0
A4,BBSM00040a1f,1577868537400.0,1577868594486.0,57086.0
A4,BBSM00040a20,1577868537401.0,1577868594488.0,57087.0
A4,BBSM00040e01,1577868537403.0,1577868594491.0,57088.0
A4,BBSM00040e02,1577868537406.0,1577868594497.0,57091.0
A4,BBSM00040e03,1577868537409.0,1577868594499.0,57090.0
A4,BBSM00040e04,1577868537411.0,1577868594501.0,57090.0
A4,BBSM00040e0B5,1577868537413.0,1577868594504.0,57091.0
A4,BBSM00040e0C4,1577868537414.0,1577868594506.0,57092.0
A4,BBSM00040e07,1577868537415.0,1577868594509.0,57094.0
A4,BBSM00040e08,1577868537417.0,1577868594511.0,57094.0
A4,BBSM00040e09,1577868537419.0,1577868594514.0,57095.0
A4,BBSM00040e0a,1577868537420.0,1577868594516.0,57096.0
A4,BBSM00040e0b,1577868537423.0,1577868594519.0,57096.0
A4,BBSM00040e0c,1577868537425.0,1577868594522.0,57097.0
A4,BBSM00040e0d,1577868537428.0,1577868594525.0,57097.0
A4,BBSM00040e0e,1577868537429.0,1577868594527.0,57098.0
A4,BBSM00040e0f,1577868537431.0,1577868594530.0,57099.0
A4,BBSM00040e10,1577868537432.0,1577868594533.0,57101.0
A4,BBSM00040e11,1577868537433.0,1577868594535.0,57102.0
A4,BBSM00040e12,1577868537435.0,1577868594538.0,57103.0
A4,BBSM00040e13,1577868537438.0,1577868594542.0,57104.0
A4,BBSM00040e14,1577868537439.0,1577868594545.0,57106.0
A4,BBSM00040e1B5,1577868537442.0,1577868594548.0,57106.0
A4,BBSM00040e1C4,1577868537444.0,1577868594551.0,57107.0
A4,BBSM00040e17,1577868537446.0,1577868594554.0,57108.0
A4,BBSM00040e18,1577868537447.0,1577868594557.0,57110.0
A4,BBSM00040e19,1577868537449.0,1577868594560.0,57111.0
A4,BBSM00040e1a,1577868537451.0,1577868594562.0,57111.0
A4,BBSM00040e1b,1577868537455.0,1577868594565.0,57110.0
A4,BBSM00040e1c,1577868537457.0,1577868594567.0,57110.0
A4,BBSM00040e1d,1577868537459.0,1577868594570.0,57111.0
A4,BBSM00040e1e,1577868537461.0,1577868594573.0,57112.0
A4,BBSM00040e1f,1577868537462.0,1577868594575.0,57113.0
A4,BBSM00040e20,1577868537465.0,1577868594578.0,57113.0
A4,BBSM00041201,1577868537467.0,1577868594581.0,57114.0
A4,BBSM00041202,1577868537467.0,1577868594583.0,57116.0
A4,BBSM00041203,1577868537469.0,1577868594586.0,57117.0
A4,BBSM00041204,1577868537471.0,1577868594589.0,57118.0
A4,BBSM0004120B5,1577868537473.0,1577868594591.0,57118.0
A4,BBSM0004120C4,1577868537475.0,1577868594594.0,57119.0
A4,BBSM00041207,1577868537477.0,1577868594597.0,57120.0
A4,BBSM00041208,1577868537478.0,1577868594600.0,57122.0
A4,BBSM00041209,1577868537480.0,1577868594603.0,57123.0
A4,BBSM0004120a,1577868537482.0,1577868594606.0,57124.0
A4,BBSM0004120b,1577868537484.0,1577868594608.0,57124.0
A4,BBSM0004120c,1577868537486.0,1577868594611.0,57125.0
A4,BBSM0004120d,1577868537487.0,1577868594614.0,57127.0
A4,BBSM0004120e,1577868537488.0,1577868594617.0,57129.0
A4,BBSM0004120f,1577868537490.0,1577868594620.0,57130.0
A4,BBSM00041210,1577868537491.0,1577868594622.0,57131.0
A4,BBSM00041211,1577868537492.0,1577868594625.0,57133.0
A4,BBSM00041212,1577868537495.0,1577868594628.0,57133.0
A4,BBSM00041213,1577868537496.0,1577868594631.0,57135.0
A4,BBSM00041214,1577868537498.0,1577868594634.0,57136.0
A4,BBSM0004121B5,1577868537500.0,1577868594637.0,57137.0
A4,BBSM00041217,1577868537504.0,1577868594640.0,57136.0
A4,BBSM0004121C4,1577868537504.0,1577868594643.0,57139.0
A4,BBSM00041218,1577868537508.0,1577868594645.0,57137.0
A4,BBSM00041219,1577868537510.0,1577868594648.0,57138.0
A4,BBSM0004121a,1577868537512.0,1577868594651.0,57139.0
A4,BBSM0004121b,1577868537513.0,1577868594654.0,57141.0
A4,BBSM0004121c,1577868537515.0,1577868594657.0,57142.0
A4,BBSM0004121d,1577868537517.0,1577868594659.0,57142.0
A4,BBSM0004121e,1577868537519.0,1577868594662.0,57143.0
A4,BBSM0004121f,1577868537521.0,1577868594665.0,57144.0
A4,BBSM00041220,1577868537521.0,1577868594668.0,57147.0
A4,BBSM00041c01,1577868537523.0,1577868594672.0,57149.0
A4,BBSM00041c02,1577868537525.0,1577868594675.0,57150.0
A4,BBSM00041c03,1577868537528.0,1577868594678.0,57150.0
A4,BBSM00041c04,1577868537529.0,1577868594681.0,57152.0
A4,BBSM00041c0B5,1577868537531.0,1577868594684.0,57153.0
A4,BBSM00041c0C4,1577868537532.0,1577868594687.0,57155.0
A4,BBSM00041c07,1577868537534.0,1577868594690.0,57156.0
A4,BBSM00041c08,1577868537536.0,1577868594693.0,57157.0
A4,BBSM00041c09,1577868537538.0,1577868594695.0,57157.0
A4,BBSM00041c0b,1577868537541.0,1577868594705.0,57164.0
A4,BBSM00041c0a,1577868537541.0,1577868594702.0,57161.0
A4,BBSM00041c0c,1577868537542.0,1577868594699.0,57157.0
A4,BBSM00041c0d,1577868537545.0,1577868594708.0,57163.0
A4,BBSM00041c0e,1577868537547.0,1577868594711.0,57164.0
A4,BBSM00041c0f,1577868537552.0,1577868594713.0,57161.0
A4,BBSM00041c10,1577868537554.0,1577868594719.0,57165.0
A4,BBSM00041c11,1577868537554.0,1577868594716.0,57162.0
A4,BBSM00041c12,1577868537557.0,1577868594722.0,57165.0
A4,BBSM00041c13,1577868537559.0,1577868594725.0,57166.0
A4,BBSM00041c14,1577868537562.0,1577868594728.0,57166.0
A4,BBSM00041c1B5,1577868537563.0,1577868594731.0,57168.0
A4,BBSM00041c1C4,1577868537565.0,1577868594736.0,57171.0
A4,BBSM00041c17,1577868537567.0,1577868594740.0,57173.0
A4,BBSM00041c18,1577868537569.0,1577868594743.0,57174.0
A4,BBSM00041c19,1577868537570.0,1577868594746.0,57176.0
A4,BBSM00041c1a,1577868537571.0,1577868594748.0,57177.0
A4,BBSM00041c1b,1577868537573.0,1577868594751.0,57178.0
A4,BBSM00041c1c,1577868537575.0,1577868594754.0,57179.0
A4,BBSM00041c1d,1577868537577.0,1577868594756.0,57179.0
A4,BBSM00041c1e,1577868537579.0,1577868594759.0,57180.0
A4,BBSM00041c1f,1577868537581.0,1577868594762.0,57181.0
A4,BBSM00041c20,1577868537583.0,1577868594765.0,57182.0
B5,BBSM00051c01,1577866503084.0,1577866548181.0,45097.0
B5,BBSM00051c02,1577866503085.0,1577866548623.0,45538.0
B5,BBSM00051c03,1577866503087.0,1577866549354.0,46267.0
B5,BBSM00051c0A4,1577866503089.0,1577866550189.0,47100.0
B5,BBSM00051c05,1577866503090.0,1577866550382.0,47292.0
B5,BBSM00051c0C4,1577866503092.0,1577866550535.0,47443.0
B5,BBSM00051c07,1577866503095.0,1577866551224.0,48129.0
B5,BBSM00051c08,1577866503100.0,1577866551667.0,48567.0
B5,BBSM00051c09,1577866503103.0,1577866552002.0,48899.0
B5,BBSM00051c0a,1577866503104.0,1577866552200.0,49096.0
B5,BBSM00051c0b,1577866503107.0,1577866552468.0,49361.0
B5,BBSM00051c0c,1577866503109.0,1577866552623.0,49514.0
B5,BBSM00051c0d,1577866503111.0,1577866552922.0,49811.0
B5,BBSM00051c0e,1577866503112.0,1577866553108.0,49996.0
B5,BBSM00051c0f,1577866503114.0,1577866553233.0,50119.0
B5,BBSM00051c10,1577866503117.0,1577866553466.0,50349.0
B5,BBSM00051c11,1577866503120.0,1577866553715.0,50595.0
B5,BBSM00051c12,1577866503121.0,1577866553666.0,50545.0
B5,BBSM00051c13,1577866503123.0,1577866553897.0,50774.0
B5,BBSM00051c1A4,1577866503130.0,1577866554012.0,50882.0
B5,BBSM00051c15,1577866503132.0,1577866554124.0,50992.0
B5,BBSM00051c1C4,1577866503134.0,1577866554230.0,51096.0
B5,BBSM00051c17,1577866503136.0,1577866554312.0,51176.0
B5,BBSM00051c1a,1577866503138.0,1577866554394.0,51256.0
B5,BBSM00051c18,1577866503139.0,1577866554443.0,51304.0
B5,BBSM00051c1b,1577866503138.0,1577866554411.0,51273.0
B5,BBSM00051c19,1577866503139.0,1577866554473.0,51334.0
B5,BBSM00051c1c,1577866503143.0,1577866554504.0,51361.0
B5,BBSM00051c1d,1577866503145.0,1577866554632.0,51487.0
B5,BBSM00051c1e,1577866503146.0,1577866554692.0,51546.0
B5,BBSM00051c1f,1577866503149.0,1577866554752.0,51603.0
B5,BBSM00051c20,1577866503152.0,1577866554835.0,51683.0
B5,BBSM00050701,1577866503153.0,1577866554944.0,51791.0
B5,BBSM00050702,1577866503154.0,1577866554964.0,51810.0
B5,BBSM00050703,1577866503157.0,1577866555080.0,51923.0
B5,BBSM0005070A4,1577866503157.0,1577866555104.0,51947.0
B5,BBSM00050705,1577866503161.0,1577866555159.0,51998.0
B5,BBSM0005070C4,1577866503163.0,1577866555200.0,52037.0
B5,BBSM00050707,1577866503165.0,1577866555247.0,52082.0
B5,BBSM00050708,1577866503166.0,1577866555294.0,52128.0
B5,BBSM00050709,1577866503168.0,1577866555332.0,52164.0
B5,BBSM0005070a,1577866503170.0,1577866555409.0,52239.0
B5,BBSM0005070b,1577866503171.0,1577866555445.0,52274.0
B5,BBSM0005070c,1577866503174.0,1577866555542.0,52368.0
B5,BBSM0005070d,1577866503178.0,1577866555566.0,52388.0
B5,BBSM0005070e,1577866503180.0,1577866555598.0,52418.0
B5,BBSM0005070f,1577866503182.0,1577866555680.0,52498.0
B5,BBSM00050710,1577866503182.0,1577866555675.0,52493.0
B5,BBSM00050711,1577866503183.0,1577866555707.0,52524.0
B5,BBSM00050712,1577866503184.0,1577866555749.0,52565.0
B5,BBSM00050713,1577866503185.0,1577866555793.0,52608.0
B5,BBSM0005071A4,1577866503187.0,1577866555833.0,52646.0
B5,BBSM00050715,1577866503188.0,1577866555862.0,52674.0
B5,BBSM0005071C4,1577866503190.0,1577866555914.0,52724.0
B5,BBSM00050717,1577866503191.0,1577866555934.0,52743.0
B5,BBSM00050718,1577866503193.0,1577866555997.0,52804.0
B5,BBSM00050719,1577866503194.0,1577866556019.0,52825.0
B5,BBSM0005071a,1577866503196.0,1577866556072.0,52876.0
B5,BBSM0005071b,1577866503197.0,1577866556106.0,52909.0
B5,BBSM0005071c,1577866503200.0,1577866556152.0,52952.0
B5,BBSM0005071d,1577866503200.0,1577866556164.0,52964.0
B5,BBSM0005071e,1577866503202.0,1577866556222.0,53020.0
B5,BBSM0005071f,1577866503207.0,1577866556279.0,53072.0
B5,BBSM00050720,1577866503209.0,1577866556332.0,53123.0
B5,BBSM00051901,1577866503212.0,1577866556376.0,53164.0
B5,BBSM00051902,1577866503215.0,1577866556441.0,53226.0
B5,BBSM00051903,1577866503217.0,1577866556476.0,53259.0
B5,BBSM0005190A4,1577866503218.0,1577866556497.0,53279.0
B5,BBSM00051905,1577866503220.0,1577866556557.0,53337.0
B5,BBSM0005190C4,1577866503222.0,1577866556592.0,53370.0
B5,BBSM00051907,1577866503224.0,1577866556608.0,53384.0
B5,BBSM00051908,1577866503227.0,1577866556662.0,53435.0
B5,BBSM00051909,1577866503228.0,1577866556685.0,53457.0
B5,BBSM0005190a,1577866503231.0,1577866556740.0,53509.0
B5,BBSM0005190b,1577866503233.0,1577866556755.0,53522.0
B5,BBSM0005190c,1577866503237.0,1577866556795.0,53558.0
B5,BBSM0005190d,1577866503239.0,1577866556823.0,53584.0
B5,BBSM0005190e,1577866503240.0,1577866556842.0,53602.0
B5,BBSM0005190f,1577866503243.0,1577866556877.0,53634.0
B5,BBSM00051910,1577866503245.0,1577866556907.0,53662.0
B5,BBSM00051911,1577866503247.0,1577866556944.0,53697.0
B5,BBSM00051912,1577866503249.0,1577866556968.0,53719.0
B5,BBSM00051913,1577866503251.0,1577866557002.0,53751.0
B5,BBSM0005191A4,1577866503254.0,1577866557058.0,53804.0
B5,BBSM00051915,1577866503258.0,1577866557095.0,53837.0
B5,BBSM0005191C4,1577866503260.0,1577866557124.0,53864.0
B5,BBSM00051917,1577866503261.0,1577866557134.0,53873.0
B5,BBSM00051918,1577866503265.0,1577866557170.0,53905.0
B5,BBSM00051919,1577866503267.0,1577866557178.0,53911.0
B5,BBSM0005191a,1577866503268.0,1577866557191.0,53923.0
B5,BBSM0005191b,1577866503272.0,1577866557243.0,53971.0
B5,BBSM0005191c,1577866503273.0,1577866557252.0,53979.0
B5,BBSM0005191d,1577866503275.0,1577866557280.0,54005.0
B5,BBSM0005191e,1577866503277.0,1577866557293.0,54016.0
B5,BBSM0005191f,1577866503278.0,1577866557318.0,54040.0
B5,BBSM00051920,1577866503280.0,1577866557352.0,54072.0
B5,BBSM00051a01,1577866503281.0,1577866557374.0,54093.0
B5,BBSM00051a02,1577866503282.0,1577866557381.0,54099.0
B5,BBSM00051a03,1577866503284.0,1577866557395.0,54111.0
B5,BBSM00051a0A4,1577866503286.0,1577866557432.0,54146.0
B5,BBSM00051a05,1577866503288.0,1577866557453.0,54165.0
B5,BBSM00051a0C4,1577866503291.0,1577866557482.0,54191.0
B5,BBSM00051a07,1577866503292.0,1577866557503.0,54211.0
B5,BBSM00051a08,1577866503294.0,1577866557526.0,54232.0
B5,BBSM00051a09,1577866503296.0,1577866557536.0,54240.0
B5,BBSM00051a0a,1577866503300.0,1577866557564.0,54264.0
B5,BBSM00051a0b,1577866503300.0,1577866557570.0,54270.0
B5,BBSM00051a0c,1577866503302.0,1577866557599.0,54297.0
B5,BBSM00051a0d,1577866503304.0,1577866557613.0,54309.0
B5,BBSM00051a0e,1577866503305.0,1577866557629.0,54324.0
B5,BBSM00051a0f,1577866503307.0,1577866557649.0,54342.0
B5,BBSM00051a10,1577866503308.0,1577866557667.0,54359.0
B5,BBSM00051a11,1577866503310.0,1577866557691.0,54381.0
B5,BBSM00051a12,1577866503311.0,1577866557701.0,54390.0
B5,BBSM00051a13,1577866503313.0,1577866557733.0,54420.0
B5,BBSM00051a1A4,1577866503315.0,1577866557740.0,54425.0
B5,BBSM00051a15,1577866503317.0,1577866557761.0,54444.0
B5,BBSM00051a1C4,1577866503318.0,1577866557780.0,54462.0
B5,BBSM00051a17,1577866503322.0,1577866557801.0,54479.0
B5,BBSM00051a18,1577866503325.0,1577866557833.0,54508.0
B5,BBSM00051a19,1577866503326.0,1577866557842.0,54516.0
B5,BBSM00051a1a,1577866503329.0,1577866557866.0,54537.0
B5,BBSM00051a1b,1577866503329.0,1577866557877.0,54548.0
B5,BBSM00051a1c,1577866503332.0,1577866557907.0,54575.0
B5,BBSM00051a1d,1577866503334.0,1577866557931.0,54597.0
B5,BBSM00051a1e,1577866503336.0,1577866557945.0,54609.0
B5,BBSM00051a1f,1577866503338.0,1577866557968.0,54630.0
B5,BBSM00051a20,1577866503339.0,1577866557981.0,54642.0
B5,BBSM00051e01,1577866503341.0,1577866557996.0,54655.0
B5,BBSM00051e02,1577866503343.0,1577866558026.0,54683.0
B5,BBSM00051e0A4,1577866503350.0,1577866558059.0,54709.0
B5,BBSM00051e03,1577866503348.0,1577866558071.0,54723.0
B5,BBSM00051e05,1577866503351.0,1577866558079.0,54728.0
B5,BBSM00051e0C4,1577866503354.0,1577866558098.0,54744.0
B5,BBSM00051e07,1577866503356.0,1577866558126.0,54770.0
B5,BBSM00051e08,1577866503358.0,1577866558145.0,54787.0
B5,BBSM00051e09,1577866503360.0,1577866558155.0,54795.0
B5,BBSM00051e0a,1577866503362.0,1577866558177.0,54815.0
B5,BBSM00051e0b,1577866503365.0,1577866558201.0,54836.0
B5,BBSM00051e0c,1577866503367.0,1577866558223.0,54856.0
B5,BBSM00051e0d,1577866503369.0,1577866558245.0,54876.0
B5,BBSM00051e0e,1577866503370.0,1577866558251.0,54881.0
B5,BBSM00051e0f,1577866503372.0,1577866558266.0,54894.0
B5,BBSM00051e10,1577866503373.0,1577866558283.0,54910.0
B5,BBSM00051e11,1577866503378.0,1577866558303.0,54925.0
B5,BBSM00051e12,1577866503381.0,1577866558326.0,54945.0
B5,BBSM00051e13,1577866503383.0,1577866558337.0,54954.0
B5,BBSM00051e1A4,1577866503386.0,1577866558352.0,54966.0
B5,BBSM00051e15,1577866503387.0,1577866558374.0,54987.0
B5,BBSM00051e1C4,1577866503390.0,1577866558389.0,54999.0
B5,BBSM00051e17,1577866503391.0,1577866558401.0,55010.0
B5,BBSM00051e18,1577866503395.0,1577866558426.0,55031.0
B5,BBSM00051e19,1577866503398.0,1577866558447.0,55049.0
B5,BBSM00051e1a,1577866503401.0,1577866558459.0,55058.0
B5,BBSM00051e1b,1577866503401.0,1577866558476.0,55075.0
B5,BBSM00051e1c,1577866503404.0,1577866558492.0,55088.0
B5,BBSM00051e1d,1577866503408.0,1577866558510.0,55102.0
B5,BBSM00051e1e,1577866503410.0,1577866558527.0,55117.0
B5,BBSM00051e1f,1577866503413.0,1577866558544.0,55131.0
B5,BBSM00051e20,1577866503415.0,1577866558556.0,55141.0
B5,BBSM00051f01,1577866503416.0,1577866558567.0,55151.0
B5,BBSM00051f02,1577866503416.0,1577866558579.0,55163.0
B5,BBSM00051f03,1577866503418.0,1577866558588.0,55170.0
B5,BBSM00051f0A4,1577866503420.0,1577866558616.0,55196.0
B5,BBSM00051f05,1577866503422.0,1577866558633.0,55211.0
B5,BBSM00051f0C4,1577866503424.0,1577866558642.0,55218.0
B5,BBSM00051f07,1577866503425.0,1577866558651.0,55226.0
B5,BBSM00051f08,1577866503428.0,1577866558666.0,55238.0
B5,BBSM00051f09,1577866503430.0,1577866558684.0,55254.0
B5,BBSM00051f0a,1577866503432.0,1577866558696.0,55264.0
B5,BBSM00051f0b,1577866503434.0,1577866558706.0,55272.0
B5,BBSM00051f0c,1577866503438.0,1577866558717.0,55279.0
B5,BBSM00051f0d,1577866503440.0,1577866558731.0,55291.0
B5,BBSM00051f0e,1577866503444.0,1577866558751.0,55307.0
B5,BBSM00051f0f,1577866503446.0,1577866558760.0,55314.0
B5,BBSM00051f10,1577866503450.0,1577866558780.0,55330.0
B5,BBSM00051f11,1577866503453.0,1577866558801.0,55348.0
B5,BBSM00051f12,1577866503455.0,1577866558807.0,55352.0
B5,BBSM00051f13,1577866503456.0,1577866558812.0,55356.0
B5,BBSM00051f1A4,1577866503458.0,1577866558835.0,55377.0
B5,BBSM00051f15,1577866503460.0,1577866558844.0,55384.0
B5,BBSM00051f1C4,1577866503462.0,1577866558857.0,55395.0
B5,BBSM00051f17,1577866503463.0,1577866558871.0,55408.0
B5,BBSM00051f18,1577866503464.0,1577866558874.0,55410.0
B5,BBSM00051f19,1577866503465.0,1577866558884.0,55419.0
B5,BBSM00051f1a,1577866503468.0,1577866558903.0,55435.0
B5,BBSM00051f1b,1577866503470.0,1577866558913.0,55443.0
B5,BBSM00051f1c,1577866503471.0,1577866558924.0,55453.0
B5,BBSM00051f1d,1577866503474.0,1577866558950.0,55476.0
B5,BBSM00051f1e,1577866503475.0,1577866558947.0,55472.0
B5,BBSM00051f1f,1577866503479.0,1577866558961.0,55482.0
B5,BBSM00051f20,1577866503480.0,1577866558977.0,55497.0
B5,BBSM00050301,1577866503481.0,1577866558984.0,55503.0
B5,BBSM00050303,1577866503484.0,1577866559008.0,55524.0
B5,BBSM00050302,1577866503483.0,1577866558997.0,55514.0
B5,BBSM0005030A4,1577866503487.0,1577866559018.0,55531.0
B5,BBSM00050305,1577866503489.0,1577866559037.0,55548.0
B5,BBSM0005030C4,1577866503491.0,1577866559048.0,55557.0
B5,BBSM00050307,1577866503492.0,1577866559057.0,55565.0
B5,BBSM00050308,1577866503492.0,1577866559065.0,55573.0
B5,BBSM00050309,1577866503495.0,1577866559089.0,55594.0
B5,BBSM0005030a,1577866503495.0,1577866559082.0,55587.0
B5,BBSM0005030b,1577866503498.0,1577866559109.0,55611.0
B5,BBSM0005030c,1577866503500.0,1577866559116.0,55616.0
B5,BBSM0005030d,1577866503502.0,1577866559137.0,55635.0
B5,BBSM0005030e,1577866503505.0,1577866559151.0,55646.0
B5,BBSM0005030f,1577866503507.0,1577866559162.0,55655.0
B5,BBSM00050310,1577866503510.0,1577866559168.0,55658.0
B5,BBSM00050311,1577866503512.0,1577866559184.0,55672.0
B5,BBSM00050312,1577866503514.0,1577866559191.0,55677.0
B5,BBSM00050313,1577866503516.0,1577866559207.0,55691.0
B5,BBSM0005031A4,1577866503517.0,1577866559219.0,55702.0
B5,BBSM00050315,1577866503519.0,1577866559229.0,55710.0
B5,BBSM0005031C4,1577866503522.0,1577866559241.0,55719.0
B5,BBSM00050317,1577866503523.0,1577866559248.0,55725.0
B5,BBSM00050318,1577866503525.0,1577866559263.0,55738.0
B5,BBSM00050319,1577866503527.0,1577866559273.0,55746.0
B5,BBSM0005031a,1577866503528.0,1577866559277.0,55749.0
B5,BBSM0005031b,1577866503529.0,1577866559287.0,55758.0
B5,BBSM0005031c,1577866503531.0,1577866559298.0,55767.0
B5,BBSM0005031d,1577866503532.0,1577866559305.0,55773.0
B5,BBSM0005031e,1577866503534.0,1577866559312.0,55778.0
B5,BBSM0005031f,1577866503535.0,1577866559323.0,55788.0
B5,BBSM00050320,1577866503537.0,1577866559332.0,55795.0
B5,BBSM00050f01,1577866503539.0,1577866559339.0,55800.0
